,Streams,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Score,duration
733,140899,0.327,0.7959999999999999,0.742,0.0,4,0.114,-5.966,0,0.0937,132.05700000000002,4,0.545,-0.5239171528511795,189.0
734,58411,0.121,0.895,0.79,0.0,1,0.0692,-4.016,1,0.188,130.03799999999998,4,0.48,-0.9831167618572438,209.0
735,1568464,0.252,0.7709999999999999,0.636,9.12e-06,6,0.0943,-6.692,0,0.0543,98.019,4,0.23,0.8544653923436006,218.0
736,551143,0.4370000000000001,0.647,0.722,1.24e-06,8,0.14400000000000002,-6.284,1,0.316,76.88,4,0.523,0.23612693044931532,207.0
737,21164,0.465,0.7290000000000001,0.669,0.0,7,0.102,-6.335,1,0.451,90.00299999999999,4,0.6809999999999999,-1.5104502170671932,304.0
738,930232,0.123,0.684,0.5660000000000001,0.0,4,0.122,-6.971,0,0.0442,71.009,4,0.184,0.544862288283375,188.0
739,325145,0.605,0.966,0.7809999999999999,0.0045,11,0.226,-6.399,0,0.128,129.976,4,0.848,-0.2174001290890404,201.0
740,4061847,0.0346,0.7190000000000001,0.7340000000000001,5.27e-06,2,0.0859,-5.3279999999999985,0,0.0305,119.982,4,0.32299999999999995,1.3414217726653275,216.0
741,6721915,0.361,0.8059999999999999,0.621,0.00648,6,0.123,-6.815,0,0.185,131.895,4,0.429,1.6393387212786856,179.0
742,257806,0.299,0.901,0.4920000000000001,0.0,8,0.18600000000000005,-7.707999999999998,1,0.405,127.047,4,0.465,-0.2221440377406196,231.0
743,15529,0.00114,0.561,0.7070000000000001,0.0,11,0.112,-4.91,0,0.0465,91.943,4,0.386,-1.4546034576490354,225.0
744,454284,0.278,0.706,0.722,3.7e-05,1,0.104,-6.348,1,0.0348,95.97,4,0.5529999999999999,0.1654096444034098,174.0
745,16027,0.16399999999999998,0.655,0.447,0.0,1,0.133,-10.217,1,0.128,119.984,4,0.211,-1.5349714722846133,248.0
746,3124515,0.061,0.927,0.665,0.0,11,0.123,-5.313,1,0.244,127.076,4,0.175,1.2428967805034794,343.0
747,18366,0.644,0.8320000000000001,0.708,3.12e-06,0,0.102,-7.16,0,0.201,137.97799999999998,4,0.504,-1.5349714722846133,173.0
748,14979,0.00304,0.569,0.755,0.000324,8,0.0509,-4.687,1,0.051,125.811,4,0.445,-1.499174665634601,232.0
749,6044893,0.445,0.8759999999999999,0.443,0.0,6,0.118,-6.6320000000000014,1,0.324,115.048,4,0.273,1.395778691663132,200.0
750,1696845,0.00105,0.491,0.619,0.0,11,0.115,-7.1389999999999985,0,0.0285,89.024,4,0.458,0.9111805612631159,193.0
751,26778,0.468,0.623,0.44,0.502,8,0.177,-10.934,1,0.0327,79.97800000000002,4,0.511,-1.215470059120522,249.0
752,348414,0.188,0.6920000000000001,0.675,1.92e-06,9,0.114,-8.033,0,0.0687,99.988,4,0.332,0.13929536140011345,217.0
753,27498,0.0007469999999999999,0.764,0.925,0.136,1,0.218,-1.997,1,0.0974,127.948,4,0.456,-1.3330916870847467,195.0
754,34869,0.00718,0.6709999999999999,0.826,0.0,7,0.631,-5.766,0,0.309,123.986,4,0.774,-1.0371344909902434,198.0
755,132534,0.555,0.728,0.5579999999999999,0.0,9,0.042,-7.777,0,0.455,94.08,4,0.6859999999999999,-0.45975147748415635,189.0
756,69910,0.0576,0.4970000000000001,0.489,9.91e-05,11,0.122,-7.724,0,0.294,171.85299999999995,4,0.231,-0.7831926332391507,268.0
757,60178,0.0853,0.486,0.713,0.0,2,0.0839,-3.949,0,0.0524,121.028,4,0.297,-0.7880190678864716,227.0
758,171921,0.099,0.769,0.621,0.0,1,0.34700000000000003,-6.056,1,0.12,143.993,4,0.625,-0.510145666018029,198.0
759,1898225,0.794,0.743,0.5329999999999999,0.0,4,0.109,-6.267,0,0.173,137.338,5,0.648,1.031444780140127,186.0
760,67627,0.22,0.8740000000000001,0.4970000000000001,0.0,6,0.0761,-5.484,1,0.0562,106.023,4,0.542,-0.8762864092119329,205.0
761,3368946,0.175,0.792,0.63,0.0,7,0.1,-7.042000000000002,1,0.104,127.033,4,0.217,1.26929852619699,216.0
762,130888,0.118,0.413,0.7929999999999999,1.23e-05,2,0.11,-5.557,0,0.0352,103.023,4,0.321,-0.4154320955932943,206.0
763,262928,0.0156,0.7,0.807,0.0,11,0.141,-6.051,0,0.124,128.02200000000002,4,0.713,-0.006343666934846068,233.0
764,3880246,0.13699999999999998,0.469,0.68,0.0,11,0.11,-4.921,0,0.117,147.734,4,0.374,1.5215249821255556,209.0
765,30776,0.0785,0.5529999999999999,0.8909999999999999,0.0,7,0.133,-3.388,1,0.505,171.738,4,0.627,-1.499174665634601,370.0
766,25818,0.0541,0.773,0.629,0.0,11,0.408,-4.3039999999999985,1,0.237,90.04799999999999,4,0.7490000000000001,-1.472886629057553,214.0
767,21122,0.882,0.65,0.268,0.0,6,0.0984,-7.266,0,0.0314,94.897,4,0.3,-1.499174665634601,154.0
768,237926,0.835,0.74,0.303,0.0,3,0.0782,-8.612,1,0.117,91.958,4,0.8190000000000001,-0.23405667875653965,214.0
769,413551,0.721,0.835,0.505,0.0,3,0.122,-4.636,0,0.198,140.043,4,0.6759999999999999,0.20929651758099646,271.0
770,454618,0.914,0.589,0.242,0.0,6,0.0887,-10.517,1,0.0442,89.749,4,0.257,0.20238637041298302,221.0
771,82045,0.662,0.804,0.5489999999999999,0.0,9,0.125,-7.727,0,0.389,92.02,4,0.473,-0.7598245439374396,305.0
772,1838042,0.00346,0.723,0.809,0.00123,7,0.565,-3.0810000000000004,0,0.0625,98.007,4,0.274,0.9429319405381091,177.0
773,301048,0.397,0.809,0.705,0.0,3,0.0832,-6.933,0,0.0776,103.999,4,0.6629999999999999,-0.12301946308268985,198.0
774,617220,0.6709999999999999,0.797,0.599,0.0,8,0.35200000000000004,-5.247999999999998,1,0.0349,94.507,3,0.8170000000000001,0.4123355157593897,206.0
775,176267,0.271,0.773,0.732,0.0,10,0.0589,-4.173,0,0.0634,114.977,4,0.585,-0.2930919808710492,199.0
776,43918,0.482,0.618,0.669,0.0,11,0.0939,-5.053,0,0.0933,106.426,4,0.472,-1.0489802014074017,184.0
777,1345951,0.76,0.855,0.8029999999999999,0.013,4,0.1,-6.938,0,0.147,134.009,4,0.866,0.6931362048772081,261.0
778,90917,0.407,0.643,0.758,0.0,1,0.14400000000000002,-4.955,0,0.76,139.07299999999998,4,0.28800000000000003,-0.6281144533784283,193.0
779,766713,0.125,0.498,0.741,0.0,9,0.133,-5.6,0,0.263,170.13299999999995,4,0.0913,0.49502779632000055,226.0
780,20010,0.0331,0.6940000000000001,0.493,2.04e-06,1,0.431,-8.581,1,0.373,166.457,4,0.313,-1.4788427594337696,265.0
781,473409,0.036000000000000004,0.759,0.757,0.0,10,0.105,-6.069,0,0.0988,101.994,4,0.595,0.17264274619464687,192.0
782,12571756,0.209,0.66,0.7859999999999999,0.0,2,0.112,-4.757,1,0.17,177.833,4,0.846,1.8830892956181355,228.0
783,4415523,0.158,0.855,0.624,0.0,1,0.0513,-4.093,1,0.0488,117.959,4,0.962,1.4276065801891635,181.0
784,1691618,0.194,0.778,0.7979999999999999,0.0,5,0.113,-5.13,0,0.0653,99.966,4,0.843,0.930478386238163,237.0
785,124940,0.158,0.7759999999999999,0.823,0.0,6,0.0861,-4.074,0,0.309,132.911,4,0.335,-0.5249230919538816,203.0
786,3010889,0.0756,0.6940000000000001,0.759,0.0,2,0.255,-5.231,0,0.124,86.037,4,0.777,0.9880616481623238,175.0
787,714585,0.431,0.35700000000000004,0.362,0.0,4,0.0265,-11.75,1,0.0339,123.501,3,0.306,0.1641179095264733,243.0
788,33003,0.6829999999999999,0.338,0.359,0.114,8,0.142,-10.954,1,0.0619,80.318,4,0.0396,-1.3291726212258839,281.0
789,39643,0.8440000000000001,0.306,0.214,5.3e-06,4,0.0839,-12.518,1,0.0356,66.98,4,0.108,-0.9056406958506958,271.0
790,3278556,0.359,0.759,0.547,0.0,5,0.0996,-7.717,0,0.35100000000000003,126.992,4,0.249,1.451938088128938,219.0
791,4779801,0.653,0.703,0.669,0.0,1,0.0861,-7.928,0,0.271,134.058,4,0.37,1.9994895721636488,227.0
792,10421239,0.0822,0.7290000000000001,0.679,0.0,2,0.1,-5.456,0,0.0568,108.964,4,0.75,1.7816153854910521,235.0
793,38013,0.155,0.348,0.7120000000000001,0.7020000000000001,5,0.0683,-6.412000000000001,1,0.0335,73.102,4,0.424,-1.1478656688124955,275.0
794,74072,0.0050100000000000006,0.6970000000000001,0.664,0.0,10,0.304,-7.148,1,0.0626,104.979,3,0.5660000000000001,-0.9558798286605973,265.0
795,810408,0.254,0.6970000000000001,0.529,0.0,1,0.1,-6.902,1,0.204,144.10299999999995,4,0.0706,0.49295872426611476,221.0
796,10099834,0.0969,0.774,0.626,3.12e-05,3,0.0848,-4.432,0,0.0432,100.041,4,0.777,1.7737121826140227,211.0
797,272486,0.138,0.568,0.619,1.67e-06,1,0.11,-6.899,1,0.414,170.115,4,0.293,0.012587210444960986,254.0
798,143596,0.0752,0.59,0.856,0.000403,2,0.112,-5.391,1,0.109,111.066,4,0.591,-0.3268743295772298,202.0
799,327383,0.0476,0.6729999999999999,0.6709999999999999,0.0,1,0.107,-4.998,1,0.0302,134.942,4,0.523,0.03514016656189625,202.0
800,18238,0.38,0.613,0.7040000000000001,0.0,0,0.0773,-8.883,1,0.0257,84.069,4,0.8190000000000001,-1.5020162462619973,277.0
801,1181901,0.0205,0.774,0.6679999999999999,1.42e-05,9,0.0629,-5.948,1,0.0466,110.065,4,0.321,0.7791993076135223,233.0
802,740881,0.0271,0.838,0.757,5.290000000000001e-05,9,0.29100000000000004,-5.745,0,0.0356,142.931,4,0.908,0.22335000161891572,219.0
803,546576,0.578,0.483,0.449,3.07e-06,8,0.0965,-8.12,1,0.0239,81.02,4,0.222,0.09493988605847367,253.0
804,9419776,0.429,0.882,0.594,0.0,2,0.179,-7.898,0,0.0709,119.979,4,0.319,1.6945799119711962,238.0
805,313875,0.128,0.8420000000000001,0.585,2.46e-06,6,0.0877,-7.372999999999998,0,0.067,100.979,4,0.28300000000000003,-0.10263649746109503,189.0
806,1590484,0.397,0.604,0.741,1.16e-05,1,0.121,-9.86,1,0.633,168.054,3,0.343,0.8033081782834512,150.0
807,19521,0.334,0.667,0.6829999999999999,0.0,9,0.103,-7.347,0,0.0729,130.032,4,0.596,-1.5214896138497,258.0
808,37421,0.0481,0.508,0.5820000000000001,0.0,8,0.19,-8.144,1,0.5,148.351,3,0.263,-0.9868953581803419,229.0
809,3767905,0.274,0.708,0.7709999999999999,0.0,2,0.514,-6.605,0,0.115,123.009,4,0.19,1.2472966570934167,210.0
810,829252,0.331,0.933,0.655,0.00038,6,0.102,-7.678,0,0.0711,119.99,4,0.77,0.2886742917167668,237.0
811,152540,0.145,0.468,0.515,0.0,6,0.132,-6.5779999999999985,1,0.0665,86.21,4,0.187,-0.39830594534800534,215.0
812,280122,0.229,0.858,0.647,0.0,5,0.0351,-5.823,0,0.235,132.998,4,0.481,-0.27009634731147003,192.0
813,109190,0.136,0.972,0.363,5e-06,2,0.13,-9.718,1,0.183,115.01,4,0.147,-0.5782321604308549,271.0
814,2849794,0.11,0.794,0.698,0.0,10,0.121,-5.7620000000000005,0,0.122,104.195,4,0.326,0.9327291604791533,177.0
815,749621,0.0408,0.648,0.738,0.0,6,0.292,-5.882999999999999,0,0.247,159.145,4,0.603,0.5309317384494856,226.0
816,5083308,0.0784,0.476,0.718,1.02e-05,8,0.122,-5.309,1,0.0576,199.864,4,0.142,1.4721355081874874,206.0
817,670614,0.508,0.741,0.5820000000000001,0.0,8,0.161,-6.761,0,0.0814,107.136,4,0.374,0.360453236501234,272.0
818,1568569,0.193,0.74,0.879,8.25e-05,9,0.0928,-2.251,0,0.105,103.71,4,0.948,0.8239406654363345,227.0
819,2917098,0.014,0.695,0.672,8.44e-05,1,0.0756,-6.109,0,0.0345,104.988,4,0.245,1.3060008436357105,236.0
820,4612049,0.503,0.8909999999999999,0.6990000000000001,0.0,3,0.0926,-5.75,0,0.0756,94.928,4,0.5660000000000001,1.8060132095008528,235.0
821,1794459,0.103,0.8029999999999999,0.585,3.94e-06,8,0.0644,-5.8610000000000015,1,0.0432,105.017,4,0.593,0.9086311988265231,214.0
822,472642,0.505,0.602,0.622,0.0,4,0.0846,-7.747000000000001,0,0.604,92.071,3,0.365,-0.12369222887898088,208.0
823,537230,0.377,0.826,0.727,2.27e-06,8,0.127,-7.75,0,0.0381,144.934,4,0.946,0.18486499618261032,223.0
824,372307,0.493,0.7490000000000001,0.546,0.0,5,0.114,-7.192,0,0.0771,122.902,4,0.292,-0.0014271996605490385,209.0
825,278555,0.0938,0.726,0.8959999999999999,5.3e-06,1,0.0631,-4.078,1,0.222,130.001,4,0.382,-0.1218063165636806,201.0
826,755108,0.0189,0.596,0.838,1.5399999999999998e-05,5,0.108,-6.52,0,0.0704,94.982,4,0.472,0.4802405466182484,240.0
827,467376,0.443,0.792,0.604,0.0,11,0.14800000000000002,-6.475,0,0.0938,136.091,4,0.136,0.0491674522021495,203.0
828,144543,0.496,0.718,0.615,3.41e-05,1,0.0807,-7.23,1,0.32299999999999995,123.994,4,0.35600000000000004,-0.5296254598016076,222.0
829,2146581,0.62,0.579,0.608,0.0,0,0.114,-7.94,0,0.31,128.988,4,0.363,0.7938759514123642,207.0
830,364780,0.763,0.767,0.56,4.3e-05,2,0.103,-11.106,1,0.0282,111.031,4,0.75,-0.06529368932058417,285.0
831,19105,0.0295,0.655,0.5760000000000001,0.115,5,0.132,-6.735,0,0.0536,139.953,4,0.16699999999999998,-1.5104502170671932,229.0
832,1198310,0.113,0.741,0.79,0.0,11,0.0542,-4.086,0,0.0469,104.043,4,0.528,1.0266000388219116,184.0
833,51520,0.254,0.7,0.74,0.0,11,0.0682,-4.617,1,0.184,79.015,4,0.6629999999999999,-1.0506509220765865,264.0
834,818804,0.172,0.46,0.625,0.0,7,0.118,-5.956,0,0.0807,124.154,4,0.473,0.5658658232390757,266.0
835,28709,0.22,0.71,0.799,0.000602,6,0.349,-4.897,1,0.0328,120.372,4,0.725,-1.2967247214501678,238.0
836,56460,0.194,0.8290000000000001,0.813,0.0,0,0.223,-4.461,0,0.304,140.05,4,0.815,-1.007206912176308,235.0
837,4794626,0.249,0.632,0.6920000000000001,6.6e-06,2,0.127,-5.443,1,0.342,82.52799999999998,3,0.443,1.4951911785421224,173.0
838,513399,0.447,0.792,0.7290000000000001,2.5e-06,2,0.159,-5.516,0,0.14300000000000002,139.939,4,0.478,0.16456914606461356,197.0
839,399747,0.34600000000000003,0.8959999999999999,0.6729999999999999,1.28e-05,1,0.206,-3.872,1,0.139,131.99,4,0.7140000000000001,0.19263140869316905,214.0
840,35570,0.943,0.635,0.317,2.28e-05,9,0.115,-10.166,0,0.0274,111.924,4,0.117,-1.0572813482406611,241.0
841,724773,0.314,0.851,0.7909999999999999,3.08e-06,2,0.189,-5.6960000000000015,1,0.289,140.084,4,0.292,0.32994515001866165,201.0
842,20363,0.213,0.5720000000000001,0.518,0.000617,10,0.171,-8.552,1,0.0309,130.097,4,0.623,-1.4576950320823219,244.0
843,203370,0.272,0.723,0.679,0.000211,7,0.064,-6.774,0,0.0307,117.392,4,0.8590000000000001,0.08149685458963686,275.0
844,606246,0.355,0.7609999999999999,0.386,0.0,4,0.0953,-6.158,1,0.0399,134.94299999999998,3,0.526,0.38689933700001555,238.0
845,1470926,0.0745,0.696,0.503,0.0,8,0.0869,-4.842,1,0.0356,99.977,4,0.5589999999999999,0.8318685590660369,211.0
846,1131197,0.395,0.612,0.597,0.0,8,0.199,-6.7429999999999986,0,0.236,195.817,4,0.718,0.5542801311600842,249.0
847,350155,0.441,0.833,0.794,2.84e-05,8,0.177,-5.686,0,0.16899999999999998,133.072,4,0.696,0.0052856413919587664,198.0
848,393456,0.205,0.807,0.741,0.0,1,0.107,-5.379,0,0.28,104.049,4,0.529,0.0893116387989864,191.0
849,224494,0.0479,0.727,0.627,4.15e-06,8,0.224,-6.5779999999999985,1,0.212,147.016,4,0.473,-0.274615233874447,237.0
850,18526,0.0525,0.599,0.8690000000000001,0.00719,0,0.103,-3.697,1,0.0789,108.061,4,0.593,-1.3446770310210183,193.0
851,16560,0.664,0.54,0.417,0.000425,10,0.106,-11.048,0,0.0307,134.762,4,0.281,-1.5132318168194863,253.0
852,241796,0.0132,0.55,0.81,0.0,3,0.691,-5.019,1,0.035,123.987,4,0.636,-0.08266303446284057,196.0
853,718120,0.715,0.494,0.439,0.0,4,0.123,-8.475,0,0.171,100.29,4,0.319,0.510472790539284,253.0
854,46106,0.0383,0.426,0.584,0.0,1,0.192,-5.292999999999998,1,0.29600000000000004,193.438,4,0.272,-0.998071294771885,193.0
855,180562,0.0283,0.807,0.711,1.44e-06,9,0.35200000000000004,-6.782,1,0.0513,119.998,4,0.669,-0.3209884031978709,196.0
856,47745,0.555,0.565,0.407,0.00444,8,0.188,-9.747,0,0.028,117.286,4,0.44,-1.1105069588969512,177.0
857,78628,0.136,0.691,0.821,0.000115,0,0.092,-4.527,1,0.0401,104.961,4,0.759,-0.32654905222668,222.0
858,447463,0.00502,0.601,0.8340000000000001,0.15,0,0.121,-3.78,1,0.0455,167.87900000000005,4,0.249,0.09124406660150258,188.0
859,8987276,0.752,0.7440000000000001,0.604,0.0,2,0.0724,-5.634,0,0.15,130.18,4,0.563,1.6089040316745236,124.0
860,217839,0.197,0.816,0.625,0.0,9,0.35100000000000003,-5.994,0,0.146,119.956,4,0.477,-0.3195099593437206,187.0
861,2815010,0.242,0.8740000000000001,0.57,0.0,1,0.0806,-6.896,0,0.117,107.974,4,0.51,0.9901524938518268,173.0
862,93395,0.224,0.797,0.638,0.0388,1,0.14,-9.154,1,0.25,115.065,4,0.341,-0.6245327050793478,221.0
863,1246010,0.16399999999999998,0.804,0.51,1.14e-05,6,0.135,-7.1389999999999985,0,0.0387,129.99200000000002,4,0.391,0.7493165993867931,286.0
864,337060,0.693,0.8420000000000001,0.637,1.9e-06,7,0.0931,-6.497999999999998,0,0.419,127.859,4,0.862,-0.023593024797299078,174.0
865,342761,0.627,0.94,0.4920000000000001,0.0211,9,0.14300000000000002,-9.034,1,0.108,131.97899999999998,4,0.447,-0.08832457953216884,155.0
866,8077373,0.393,0.602,0.7070000000000001,0.0,11,0.165,-4.097,1,0.302,75.09,4,0.5539999999999999,1.6420901699665693,200.0
867,784375,0.16899999999999998,0.8340000000000001,0.685,0.0,1,0.0452,-8.24,1,0.202,92.991,4,0.679,0.48641494426477927,376.0
868,224330,0.507,0.833,0.802,0.0,1,0.0602,-3.89,1,0.28,143.966,4,0.355,-0.36641843559658993,218.0
869,3550525,0.14400000000000002,0.75,0.634,0.0047,8,0.0944,-5.255,0,0.0329,103.951,4,0.406,1.3403548025559302,203.0
870,2659171,0.853,0.737,0.652,0.0,1,0.0797,-6.638,0,0.16899999999999998,126.737,4,0.398,1.1255415060623457,213.0
871,181805,0.0852,0.7709999999999999,0.816,0.0,8,0.151,-4.0280000000000005,0,0.125,120.111,4,0.728,-0.25229043665975115,197.0
872,68810,0.13,0.758,0.636,8.340000000000001e-05,8,0.0883,-3.345,1,0.132,120.062,4,0.589,-0.76199224512748,202.0
873,22121,0.5429999999999999,0.82,0.452,0.00294,1,0.0701,-9.796,1,0.0348,117.401,4,0.74,-1.51599881493104,253.0
874,522085,0.616,0.58,0.478,0.0,1,0.076,-6.922999999999999,0,0.179,126.058,4,0.361,0.1185053024850908,203.0
875,91550,0.0522,0.723,0.669,0.192,0,0.109,-6.784,1,0.0348,125.051,4,0.35,-0.571651401675442,224.0
876,59111,0.0236,0.92,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,4,0.847,-0.7391508381375755,294.0
877,10486144,0.229,0.6940000000000001,0.815,0.0,2,0.0924,-4.328,1,0.12,88.931,4,0.813,1.71875820033124,229.0
878,2005071,0.00451,0.51,0.6920000000000001,0.0,0,0.138,-5.825,1,0.171,102.42,4,0.209,0.9414214219078522,228.0
879,639035,0.332,0.8809999999999999,0.8109999999999999,0.0294,9,0.128,-7.115,0,0.122,139.975,4,0.8909999999999999,0.16114511152697816,234.0
880,61970,0.568,0.479,0.419,0.000217,0,0.11,-6.517,1,0.0389,85.014,4,0.18600000000000005,-0.8346966200528664,173.0
881,15460,0.0843,0.789,0.633,1.96e-06,10,0.0693,-7.292999999999998,1,0.0415,126.246,4,0.933,-1.4607685797400776,237.0
882,121086,0.35100000000000003,0.5870000000000001,0.639,0.0,7,0.586,-12.05,0,0.0467,124.359,4,0.682,-0.7368869323103165,233.0
883,109815,0.4920000000000001,0.722,0.6990000000000001,0.0,6,0.125,-4.91,0,0.546,91.599,4,0.5579999999999999,-0.533910946251179,471.0
884,881987,0.0658,0.721,0.518,0.000113,9,0.069,-7.619,1,0.0719,96.988,4,0.231,0.5830895882915303,212.0
885,3064932,0.624,0.8909999999999999,0.721,0.0,1,0.0752,-5.345,0,0.302,119.954,4,0.8109999999999999,1.2134698861840603,266.0
886,1503059,0.454,0.8140000000000001,0.485,0.439,2,0.342,-14.604,1,0.0683,116.024,4,0.431,0.8260011427911145,216.0
887,601342,0.294,0.8320000000000001,0.7340000000000001,0.0,0,0.106,-6.359,0,0.174,120.093,3,0.69,0.26568521364315734,197.0
888,10417543,0.426,0.773,0.8190000000000001,0.0,0,0.0679,-5.9460000000000015,0,0.118,92.99,4,0.585,1.8768855469557584,269.0
889,2770729,0.018000000000000002,0.8079999999999999,0.725,0.0,8,0.117,-3.914,1,0.0626,125.952,4,0.18600000000000005,1.184627824061738,214.0
890,558322,0.0559,0.78,0.745,0.0,7,0.0595,-3.97,1,0.145,94.026,4,0.862,0.3186490065547955,189.0
891,2026853,0.261,0.7340000000000001,0.622,0.0,9,0.116,-9.741,0,0.358,107.867,3,0.445,0.8290269159550034,202.0
892,24869,0.119,0.775,0.633,0.0,8,0.26,-9.171,1,0.35100000000000003,100.183,4,0.578,-1.4876526346441554,198.0
893,61380,0.35200000000000004,0.429,0.275,6.58e-06,0,0.185,-11.156,1,0.161,76.683,4,0.258,-0.864546237273421,368.0
894,37470,0.388,0.8240000000000001,0.6559999999999999,0.506,2,0.253,-9.432,1,0.0704,116.068,4,0.418,-1.109015835045882,250.0
895,23102,0.339,0.513,0.6829999999999999,0.7390000000000001,5,0.0871,-6.185,1,0.032,120.056,4,0.153,-1.3956101888552617,355.0
896,22333,0.588,0.499,0.6759999999999999,0.00484,0,0.358,-8.618,0,0.0582,99.979,4,0.295,-1.3131983099689744,264.0
897,4015616,0.338,0.7829999999999999,0.623,0.0,7,0.0975,-6.126,1,0.08,100.048,4,0.447,1.279515035861017,214.0
898,14377,0.8170000000000001,0.383,0.43,1.04e-06,10,0.0869,-8.644,1,0.0302,107.005,4,0.174,-1.5269238055859997,281.0
899,17758,0.151,0.618,0.517,0.000337,2,0.121,-8.087,0,0.0344,119.963,4,0.13699999999999998,-1.5048425904589369,181.0
900,2945045,0.139,0.703,0.715,0.0,9,0.0456,-6.285,0,0.114,99.924,4,0.4970000000000001,1.1764258487322812,234.0
901,4772128,0.564,0.7090000000000001,0.597,1.93e-06,8,0.154,-8.185,1,0.0654,119.975,4,0.315,1.4450269717868558,234.0
902,144296,0.21600000000000005,0.815,0.723,1.03e-05,0,0.124,-6.957999999999998,1,0.053,110.965,4,0.4370000000000001,-0.48365205328945654,219.0
903,174907,0.476,0.852,0.918,0.0,10,0.0797,-4.503,0,0.219,111.985,4,0.45,-0.3661390969944836,160.0
904,1686734,0.028,0.5760000000000001,0.7659999999999999,1.68e-06,10,0.366,-4.9430000000000005,0,0.449,144.833,4,0.236,0.9120059190879396,247.0
905,1849844,0.0275,0.516,0.595,0.0,5,0.109,-4.63,1,0.0313,119.972,4,0.222,0.9009711724020915,341.0
906,184877,0.107,0.816,0.778,0.0,11,0.0684,-5.188,0,0.131,120.039,4,0.476,-0.38165536578447823,268.0
907,554098,0.564,0.762,0.715,0.0,9,0.329,-5.849,0,0.234,130.034,4,0.596,0.16212736723338012,209.0
908,116700,0.203,0.631,0.556,0.0,6,0.111,-7.6720000000000015,1,0.294,132.235,4,0.278,-0.6525985238806671,282.0
909,33723,0.0581,0.6829999999999999,0.466,0.0,0,0.0783,-8.985,1,0.411,107.782,4,0.385,-1.0954024317330868,196.0
910,67972,0.0949,0.799,0.604,5.33e-06,5,0.124,-5.134,0,0.0634,109.999,4,0.405,-0.6215292101733512,200.0
911,43641,0.022,0.598,0.775,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687,-1.1014962791394372,223.0
912,4693970,0.5720000000000001,0.871,0.633,2.79e-05,1,0.0753,-5.745,0,0.221,133.965,4,0.598,1.971493398857554,203.0
913,18509,0.494,0.277,0.313,0.00027,9,0.106,-9.413,0,0.0383,84.975,1,0.0582,-1.4452184275984192,246.0
914,4982898,0.325,0.715,0.682,4.2e-06,7,0.0928,-7.713999999999999,1,0.1,103.037,4,0.136,1.4761375500553184,230.0
915,207871,0.359,0.735,0.696,7.52e-05,3,0.139,-5.819,0,0.0411,115.984,4,0.264,-0.30458287680540735,269.0
916,18670,0.00543,0.614,0.598,0.0,10,0.1,-6.335,0,0.0561,105.803,4,0.565,-1.4876526346441554,129.0
917,161925,0.0402,0.8240000000000001,0.747,2.64e-06,9,0.265,-7.647,0,0.147,120.037,4,0.685,-0.3626230965256638,192.0
918,489374,0.334,0.597,0.7979999999999999,1.03e-06,7,0.136,-6.485,0,0.328,119.16,4,0.458,0.27451652822346084,269.0
919,142617,0.00704,0.698,0.732,0.000647,2,0.359,-4.522,1,0.266,171.43099999999995,4,0.0689,-0.4280043559943156,326.0
920,804038,0.199,0.7979999999999999,0.539,1.66e-05,1,0.165,-6.351,1,0.0421,136.94899999999998,4,0.394,0.3836750622248904,203.0
921,846015,0.401,0.603,0.67,8.15e-06,7,0.0822,-7.8439999999999985,0,0.0369,95.019,4,0.385,0.5959918975010663,220.0
922,2196216,0.4270000000000001,0.758,0.867,0.0,6,0.171,-5.37,1,0.106,140.984,4,0.418,1.0071856117742133,207.0
923,4635394,0.165,0.6809999999999999,0.594,3.49e-06,7,0.134,-7.028,1,0.282,186.054,4,0.535,1.3790697034076294,230.0
924,207990,0.597,0.8009999999999999,0.6409999999999999,0.0,11,0.0991,-5.916,0,0.16899999999999998,123.02,4,0.162,-0.2594992247576421,193.0
925,21407,0.44,0.8270000000000001,0.807,0.0,7,0.28,-7.555,1,0.382,132.776,4,0.66,-1.4193427084327157,265.0
926,828716,0.35200000000000004,0.721,0.509,0.000413,1,0.14,-8.081,1,0.252,130.094,4,0.13,0.41546388319743965,138.0
927,1879281,0.358,0.8059999999999999,0.831,2.79e-05,4,0.0863,-4.506,0,0.226,119.055,4,0.397,1.0738317663854233,180.0
928,377893,0.8009999999999999,0.49,0.598,0.0,9,0.5760000000000001,-4.814,0,0.18600000000000005,84.00399999999998,4,0.61,0.03987237527159048,304.0
929,35685,0.219,0.647,0.8220000000000001,0.0,5,0.0908,-4.662,0,0.183,160.019,4,0.962,-1.0371344909902434,233.0
930,153950,0.35,0.7390000000000001,0.833,0.0,1,0.266,-5.012,1,0.0463,117.99,4,0.6990000000000001,-0.1432269044294724,195.0
931,9638319,0.0642,0.893,0.745,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,0.872,1.7780833437865073,223.0
932,233037,0.0217,0.6829999999999999,0.693,2.85e-06,6,0.0703,-6.311,1,0.171,104.842,4,0.391,-0.1778286950061581,198.0
933,245304,0.813,0.768,0.511,0.0,6,0.304,-9.049,1,0.0353,132.96,4,0.573,-0.22194319493771802,265.0
