,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
298,0.0789,https://api.spotify.com/v1/audio-analysis/0tPQPaOKM32WgMSbPCYyRH,0.721,172687,0.873,0tPQPaOKM32WgMSbPCYyRH,0.0,1,0.0824,-4.741,1,0.119,79.943,4,https://api.spotify.com/v1/tracks/0tPQPaOKM32WgMSbPCYyRH,audio_features,spotify:track:0tPQPaOKM32WgMSbPCYyRH,0.552
299,0.591,https://api.spotify.com/v1/audio-analysis/7fRn8P0siyE2Xy4VNPWZAx,0.635,150133,0.668,7fRn8P0siyE2Xy4VNPWZAx,0.0,4,0.129,-5.153,0,0.0747,107.03,4,https://api.spotify.com/v1/tracks/7fRn8P0siyE2Xy4VNPWZAx,audio_features,spotify:track:7fRn8P0siyE2Xy4VNPWZAx,0.626
300,0.069,https://api.spotify.com/v1/audio-analysis/3w49WFqZkijL4X6BdH9mD1,0.843,246720,0.716,3w49WFqZkijL4X6BdH9mD1,0.0,1,0.125,-5.828,1,0.319,130.012,4,https://api.spotify.com/v1/tracks/3w49WFqZkijL4X6BdH9mD1,audio_features,spotify:track:3w49WFqZkijL4X6BdH9mD1,0.382
301,0.451,https://api.spotify.com/v1/audio-analysis/0u6HzAVFUBiKslzPF9G9vd,0.863,198747,0.52,0u6HzAVFUBiKslzPF9G9vd,0.0,2,0.149,-6.047,0,0.366,107.032,4,https://api.spotify.com/v1/tracks/0u6HzAVFUBiKslzPF9G9vd,audio_features,spotify:track:0u6HzAVFUBiKslzPF9G9vd,0.516
302,0.512,https://api.spotify.com/v1/audio-analysis/5yJ7tCEbgBC8ewZzUy0dBF,0.718,216000,0.774,5yJ7tCEbgBC8ewZzUy0dBF,0.0,1,0.151,-5.524,0,0.139,119.922,4,https://api.spotify.com/v1/tracks/5yJ7tCEbgBC8ewZzUy0dBF,audio_features,spotify:track:5yJ7tCEbgBC8ewZzUy0dBF,0.491
303,0.355,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,0.761,238440,0.386,51ChrwmUPDJvedPQnIU8Ls,0.0,4,0.0953,-6.158,1,0.0399,134.943,3,https://api.spotify.com/v1/tracks/51ChrwmUPDJvedPQnIU8Ls,audio_features,spotify:track:51ChrwmUPDJvedPQnIU8Ls,0.526
304,0.395,https://api.spotify.com/v1/audio-analysis/51PPDB9v8QOMkiUe06eYfc,0.612,249240,0.597,51PPDB9v8QOMkiUe06eYfc,0.0,8,0.199,-6.743,0,0.236,195.817,4,https://api.spotify.com/v1/tracks/51PPDB9v8QOMkiUe06eYfc,audio_features,spotify:track:51PPDB9v8QOMkiUe06eYfc,0.718
305,0.2,https://api.spotify.com/v1/audio-analysis/3hxRKXzZS0XRYGZ123JDNH,0.79,194707,0.647,3hxRKXzZS0XRYGZ123JDNH,0.109,8,0.0766,-6.732,0,0.0375,105.012,4,https://api.spotify.com/v1/tracks/3hxRKXzZS0XRYGZ123JDNH,audio_features,spotify:track:3hxRKXzZS0XRYGZ123JDNH,0.749
306,0.234,https://api.spotify.com/v1/audio-analysis/2KvHC9z14GSl4YpkNMX384,0.787,283551,0.69,2KvHC9z14GSl4YpkNMX384,0.0,7,0.112,-6.206,0,0.404,171.029,4,https://api.spotify.com/v1/tracks/2KvHC9z14GSl4YpkNMX384,audio_features,spotify:track:2KvHC9z14GSl4YpkNMX384,0.465
307,0.374,https://api.spotify.com/v1/audio-analysis/7sDshqjhKiysLt5gcXYoLo,0.798,236840,0.616,7sDshqjhKiysLt5gcXYoLo,0.0,9,0.142,-7.072,0,0.158,86.062,4,https://api.spotify.com/v1/tracks/7sDshqjhKiysLt5gcXYoLo,audio_features,spotify:track:7sDshqjhKiysLt5gcXYoLo,0.807
308,0.057,https://api.spotify.com/v1/audio-analysis/00vk0sEfb6mr2ehwSw0Uhn,0.773,192227,0.849,00vk0sEfb6mr2ehwSw0Uhn,0.0103,8,0.397,-8.345,0,0.0587,119.981,4,https://api.spotify.com/v1/tracks/00vk0sEfb6mr2ehwSw0Uhn,audio_features,spotify:track:00vk0sEfb6mr2ehwSw0Uhn,0.913
309,0.222,https://api.spotify.com/v1/audio-analysis/0Zx8khUcEfCFK2AEoIhC92,0.657,214693,0.703,0Zx8khUcEfCFK2AEoIhC92,0.0,1,0.256,-3.402,1,0.0753,122.381,4,https://api.spotify.com/v1/tracks/0Zx8khUcEfCFK2AEoIhC92,audio_features,spotify:track:0Zx8khUcEfCFK2AEoIhC92,0.338
310,0.16,https://api.spotify.com/v1/audio-analysis/0QsvXIfqM0zZoerQfsI9lm,0.542,208053,0.859,0QsvXIfqM0zZoerQfsI9lm,0.00466,11,0.137,-5.651,1,0.197,159.797,4,https://api.spotify.com/v1/tracks/0QsvXIfqM0zZoerQfsI9lm,audio_features,spotify:track:0QsvXIfqM0zZoerQfsI9lm,0.403
311,0.0708,https://api.spotify.com/v1/audio-analysis/0UvCh63URrLFcPkKt99hHd,0.327,289560,0.938,0UvCh63URrLFcPkKt99hHd,3.79e-06,0,0.148,-3.237,1,0.0645,162.937,4,https://api.spotify.com/v1/tracks/0UvCh63URrLFcPkKt99hHd,audio_features,spotify:track:0UvCh63URrLFcPkKt99hHd,0.326
312,0.338,https://api.spotify.com/v1/audio-analysis/5MFzQMkrl1FOOng9tq6R9r,0.783,214480,0.623,5MFzQMkrl1FOOng9tq6R9r,0.0,7,0.0975,-6.126,1,0.08,100.048,4,https://api.spotify.com/v1/tracks/5MFzQMkrl1FOOng9tq6R9r,audio_features,spotify:track:5MFzQMkrl1FOOng9tq6R9r,0.447
313,0.341,https://api.spotify.com/v1/audio-analysis/2qQ9rKLbylbmmmR9RUSdWI,0.799,213333,0.593,2qQ9rKLbylbmmmR9RUSdWI,0.0,0,0.178,-6.598,0,0.195,117.063,4,https://api.spotify.com/v1/tracks/2qQ9rKLbylbmmmR9RUSdWI,audio_features,spotify:track:2qQ9rKLbylbmmmR9RUSdWI,0.395
314,0.0387,https://api.spotify.com/v1/audio-analysis/2BZE51Mr43REbNtqJrw4m9,0.715,317841,0.637,2BZE51Mr43REbNtqJrw4m9,1.57e-05,1,0.119,-6.458,1,0.0583,134.145,4,https://api.spotify.com/v1/tracks/2BZE51Mr43REbNtqJrw4m9,audio_features,spotify:track:2BZE51Mr43REbNtqJrw4m9,0.135
315,0.684,https://api.spotify.com/v1/audio-analysis/2dqLk7ezV15LEJEwUmEbXB,0.593,197773,0.362,2dqLk7ezV15LEJEwUmEbXB,0.00294,0,0.125,-14.701,0,0.273,169.998,4,https://api.spotify.com/v1/tracks/2dqLk7ezV15LEJEwUmEbXB,audio_features,spotify:track:2dqLk7ezV15LEJEwUmEbXB,0.0522
316,0.273,https://api.spotify.com/v1/audio-analysis/1Zu1IfKUQsuhARjy6DmUGc,0.605,182813,0.57,1Zu1IfKUQsuhARjy6DmUGc,0.0,10,0.108,-7.435,0,0.555,129.867,4,https://api.spotify.com/v1/tracks/1Zu1IfKUQsuhARjy6DmUGc,audio_features,spotify:track:1Zu1IfKUQsuhARjy6DmUGc,0.275
317,0.000668,https://api.spotify.com/v1/audio-analysis/67dyMPOUsbZ9Yg06PnfAAh,0.804,225135,0.456,67dyMPOUsbZ9Yg06PnfAAh,0.0,8,0.31,-7.44,1,0.0468,130.014,4,https://api.spotify.com/v1/tracks/67dyMPOUsbZ9Yg06PnfAAh,audio_features,spotify:track:67dyMPOUsbZ9Yg06PnfAAh,0.165
318,0.572,https://api.spotify.com/v1/audio-analysis/5SGoH6oXOUUWKpvuOzLEnM,0.871,203187,0.633,5SGoH6oXOUUWKpvuOzLEnM,2.79e-05,1,0.0753,-5.745,0,0.221,133.965,4,https://api.spotify.com/v1/tracks/5SGoH6oXOUUWKpvuOzLEnM,audio_features,spotify:track:5SGoH6oXOUUWKpvuOzLEnM,0.598
319,0.76,https://api.spotify.com/v1/audio-analysis/4YXvIqGemSbgBtHP5AOWvJ,0.855,260506,0.803,4YXvIqGemSbgBtHP5AOWvJ,0.013,4,0.1,-6.938,0,0.147,134.009,4,https://api.spotify.com/v1/tracks/4YXvIqGemSbgBtHP5AOWvJ,audio_features,spotify:track:4YXvIqGemSbgBtHP5AOWvJ,0.866
320,0.101,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,0.258,239000,0.437,1j4kHkkpqZRBwE0A4CN4Yv,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,0.0967
321,0.00929,https://api.spotify.com/v1/audio-analysis/0HAxxVEr28mftsgSs4Omid,0.8,251227,0.685,0HAxxVEr28mftsgSs4Omid,5.94e-05,2,0.185,-5.324,1,0.0296,108.404,4,https://api.spotify.com/v1/tracks/0HAxxVEr28mftsgSs4Omid,audio_features,spotify:track:0HAxxVEr28mftsgSs4Omid,0.542
322,0.185,https://api.spotify.com/v1/audio-analysis/6Edlb9kmh22pplfOYcCjAn,0.809,243413,0.666,6Edlb9kmh22pplfOYcCjAn,0.0,11,0.238,-5.888,1,0.22,120.007,4,https://api.spotify.com/v1/tracks/6Edlb9kmh22pplfOYcCjAn,audio_features,spotify:track:6Edlb9kmh22pplfOYcCjAn,0.327
323,0.451,https://api.spotify.com/v1/audio-analysis/0IvTKTST66tq30ZeFWeqfm,0.873,223147,0.782,0IvTKTST66tq30ZeFWeqfm,0.0,5,0.136,-3.828,1,0.343,129.948,4,https://api.spotify.com/v1/tracks/0IvTKTST66tq30ZeFWeqfm,audio_features,spotify:track:0IvTKTST66tq30ZeFWeqfm,0.833
324,0.34,https://api.spotify.com/v1/audio-analysis/7Hz2VphrDc5UppFMefBkWS,0.7,244200,0.632,7Hz2VphrDc5UppFMefBkWS,0.0,11,0.0905,-6.734,0,0.206,129.948,4,https://api.spotify.com/v1/tracks/7Hz2VphrDc5UppFMefBkWS,audio_features,spotify:track:7Hz2VphrDc5UppFMefBkWS,0.827
325,0.229,https://api.spotify.com/v1/audio-analysis/67vgq9l5uvS6JKNOsTQs44,0.845,201213,0.545,67vgq9l5uvS6JKNOsTQs44,0.0,4,0.08,-5.46,0,0.0664,104.98,4,https://api.spotify.com/v1/tracks/67vgq9l5uvS6JKNOsTQs44,audio_features,spotify:track:67vgq9l5uvS6JKNOsTQs44,0.853
326,0.745,https://api.spotify.com/v1/audio-analysis/5cpMslbJb6KxMGcpfZQB2Q,0.912,243427,0.716,5cpMslbJb6KxMGcpfZQB2Q,0.000103,4,0.093,-7.173,0,0.173,120.018,4,https://api.spotify.com/v1/tracks/5cpMslbJb6KxMGcpfZQB2Q,audio_features,spotify:track:5cpMslbJb6KxMGcpfZQB2Q,0.694
327,0.426,https://api.spotify.com/v1/audio-analysis/6A2s6o5DQGTs20XVqFsM8k,0.745,214827,0.494,6A2s6o5DQGTs20XVqFsM8k,0.0,1,0.116,-8.367,0,0.354,150.08,4,https://api.spotify.com/v1/tracks/6A2s6o5DQGTs20XVqFsM8k,audio_features,spotify:track:6A2s6o5DQGTs20XVqFsM8k,0.397
328,0.125,https://api.spotify.com/v1/audio-analysis/71gEIIqahWVslRCXtN5yhK,0.763,256226,0.519,71gEIIqahWVslRCXtN5yhK,0.0,1,0.108,-7.431,1,0.0892,116.005,4,https://api.spotify.com/v1/tracks/71gEIIqahWVslRCXtN5yhK,audio_features,spotify:track:71gEIIqahWVslRCXtN5yhK,0.332
329,0.142,https://api.spotify.com/v1/audio-analysis/1oY0YfnjTTsmOy4alu5Aml,0.74,236898,0.779,1oY0YfnjTTsmOy4alu5Aml,0.0,2,0.0636,-2.003,0,0.0582,125.003,4,https://api.spotify.com/v1/tracks/1oY0YfnjTTsmOy4alu5Aml,audio_features,spotify:track:1oY0YfnjTTsmOy4alu5Aml,0.213
330,0.176,https://api.spotify.com/v1/audio-analysis/0zw22D56UqMoouDHEp3d8p,0.84,182802,0.69,0zw22D56UqMoouDHEp3d8p,1.77e-05,6,0.102,-4.525,0,0.0623,121.028,4,https://api.spotify.com/v1/tracks/0zw22D56UqMoouDHEp3d8p,audio_features,spotify:track:0zw22D56UqMoouDHEp3d8p,0.258
331,0.175,https://api.spotify.com/v1/audio-analysis/5weGkCsxmc1xFA9mPKF22L,0.832,179773,0.684,5weGkCsxmc1xFA9mPKF22L,5.09e-05,6,0.0633,-4.528,0,0.0677,120.997,4,https://api.spotify.com/v1/tracks/5weGkCsxmc1xFA9mPKF22L,audio_features,spotify:track:5weGkCsxmc1xFA9mPKF22L,0.273
332,0.145,https://api.spotify.com/v1/audio-analysis/3N72BJfWdFQueMXe7BO5BU,0.814,177987,0.771,3N72BJfWdFQueMXe7BO5BU,0.0,7,0.0806,-4.753,0,0.166,128.964,4,https://api.spotify.com/v1/tracks/3N72BJfWdFQueMXe7BO5BU,audio_features,spotify:track:3N72BJfWdFQueMXe7BO5BU,0.707
333,0.204,https://api.spotify.com/v1/audio-analysis/1EaKU4dMbesXXd3BrLCtYG,0.748,208733,0.705,1EaKU4dMbesXXd3BrLCtYG,0.0,4,0.246,-4.547,0,0.485,189.891,4,https://api.spotify.com/v1/tracks/1EaKU4dMbesXXd3BrLCtYG,audio_features,spotify:track:1EaKU4dMbesXXd3BrLCtYG,0.483
334,0.243,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,0.683,219507,0.691,3umS4y3uQDkqekNjVpiRUs,0.0,8,0.14,-5.535,1,0.0432,179.91,4,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,audio_features,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.732
335,0.446,https://api.spotify.com/v1/audio-analysis/7qCAVkHWZkF44OzOUKf8Cr,0.628,205907,0.69,7qCAVkHWZkF44OzOUKf8Cr,0.0,8,0.112,-5.828,1,0.0511,179.911,4,https://api.spotify.com/v1/tracks/7qCAVkHWZkF44OzOUKf8Cr,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,0.662
336,0.165,https://api.spotify.com/v1/audio-analysis/3zCWbPJVp1egCgyoMYAsDN,0.798,139240,0.835,3zCWbPJVp1egCgyoMYAsDN,0.0,9,0.112,-3.832,1,0.202,150.04,4,https://api.spotify.com/v1/tracks/3zCWbPJVp1egCgyoMYAsDN,audio_features,spotify:track:3zCWbPJVp1egCgyoMYAsDN,0.609
337,0.311,https://api.spotify.com/v1/audio-analysis/6et0cfJC3iIP4avP8YG0Rp,0.793,180953,0.881,6et0cfJC3iIP4avP8YG0Rp,0.0,5,0.083,-4.272,0,0.219,120.105,4,https://api.spotify.com/v1/tracks/6et0cfJC3iIP4avP8YG0Rp,audio_features,spotify:track:6et0cfJC3iIP4avP8YG0Rp,0.855
338,0.446,https://api.spotify.com/v1/audio-analysis/0ABwXYnDvByTbKIDxfzb0I,0.756,203107,0.781,0ABwXYnDvByTbKIDxfzb0I,1.06e-05,11,0.143,-4.434,1,0.0693,108.02,4,https://api.spotify.com/v1/tracks/0ABwXYnDvByTbKIDxfzb0I,audio_features,spotify:track:0ABwXYnDvByTbKIDxfzb0I,0.8
339,0.14,https://api.spotify.com/v1/audio-analysis/783vFwxaUzpGYAOEcGok9w,0.794,219526,0.854,783vFwxaUzpGYAOEcGok9w,0.000161,3,0.0943,-6.487,0,0.0781,144.809,4,https://api.spotify.com/v1/tracks/783vFwxaUzpGYAOEcGok9w,audio_features,spotify:track:783vFwxaUzpGYAOEcGok9w,0.789
340,0.203,https://api.spotify.com/v1/audio-analysis/78DktVruMrKYyv6rjdKDMM,0.83,177107,0.69,78DktVruMrKYyv6rjdKDMM,0.0,11,0.128,-6.52,0,0.289,130.003,4,https://api.spotify.com/v1/tracks/78DktVruMrKYyv6rjdKDMM,audio_features,spotify:track:78DktVruMrKYyv6rjdKDMM,0.267
341,0.0489,https://api.spotify.com/v1/audio-analysis/6t0YWXFvlbx0Blh7FuyCje,0.739,258507,0.788,6t0YWXFvlbx0Blh7FuyCje,0.0,7,0.0679,-7.564,0,0.0938,129.972,4,https://api.spotify.com/v1/tracks/6t0YWXFvlbx0Blh7FuyCje,audio_features,spotify:track:6t0YWXFvlbx0Blh7FuyCje,0.658
342,0.26,https://api.spotify.com/v1/audio-analysis/0KoNlOMhLWLSpHAuudIuiX,0.763,202733,0.7,0KoNlOMhLWLSpHAuudIuiX,0.0222,0,0.217,-7.801,1,0.0565,106.931,4,https://api.spotify.com/v1/tracks/0KoNlOMhLWLSpHAuudIuiX,audio_features,spotify:track:0KoNlOMhLWLSpHAuudIuiX,0.808
343,0.495,https://api.spotify.com/v1/audio-analysis/7ownploiAvsusK41kXzJo7,0.924,190775,0.716,7ownploiAvsusK41kXzJo7,0.0,0,0.148,-5.178,0,0.0883,128.988,4,https://api.spotify.com/v1/tracks/7ownploiAvsusK41kXzJo7,audio_features,spotify:track:7ownploiAvsusK41kXzJo7,0.849
344,0.0721,https://api.spotify.com/v1/audio-analysis/5rg6jVjcRlnifV86hAA6ro,0.588,205293,0.945,5rg6jVjcRlnifV86hAA6ro,0.0,0,0.25,-2.72,1,0.351,139.75,4,https://api.spotify.com/v1/tracks/5rg6jVjcRlnifV86hAA6ro,audio_features,spotify:track:5rg6jVjcRlnifV86hAA6ro,0.557
345,0.358,https://api.spotify.com/v1/audio-analysis/5axLlrd4jZZs0eAKIeNtOX,0.806,179573,0.831,5axLlrd4jZZs0eAKIeNtOX,2.79e-05,4,0.0863,-4.506,0,0.226,119.055,4,https://api.spotify.com/v1/tracks/5axLlrd4jZZs0eAKIeNtOX,audio_features,spotify:track:5axLlrd4jZZs0eAKIeNtOX,0.397
346,0.445,https://api.spotify.com/v1/audio-analysis/7engRbCRPtManjN3BtsDfR,0.506,191627,0.595,7engRbCRPtManjN3BtsDfR,2.89e-06,10,0.657,-8.179,0,0.362,155.718,4,https://api.spotify.com/v1/tracks/7engRbCRPtManjN3BtsDfR,audio_features,spotify:track:7engRbCRPtManjN3BtsDfR,0.412
347,0.451,https://api.spotify.com/v1/audio-analysis/0YNT9xdxyw6FW6jynbMJnT,0.686,230315,0.534,0YNT9xdxyw6FW6jynbMJnT,0.0,9,0.105,-7.07,0,0.116,102.333,4,https://api.spotify.com/v1/tracks/0YNT9xdxyw6FW6jynbMJnT,audio_features,spotify:track:0YNT9xdxyw6FW6jynbMJnT,0.298
348,0.164,https://api.spotify.com/v1/audio-analysis/4KDWO4DWr96RxTXUiGaLTm,0.655,248373,0.447,4KDWO4DWr96RxTXUiGaLTm,0.0,1,0.133,-10.217,1,0.128,119.984,4,https://api.spotify.com/v1/tracks/4KDWO4DWr96RxTXUiGaLTm,audio_features,spotify:track:4KDWO4DWr96RxTXUiGaLTm,0.211
349,0.313,https://api.spotify.com/v1/audio-analysis/48bgcVDyh7Fb8sfF4VlLP1,0.6,183853,0.787,48bgcVDyh7Fb8sfF4VlLP1,1.38e-05,11,0.104,-5.996,0,0.333,145.672,4,https://api.spotify.com/v1/tracks/48bgcVDyh7Fb8sfF4VlLP1,audio_features,spotify:track:48bgcVDyh7Fb8sfF4VlLP1,0.586
350,0.675,https://api.spotify.com/v1/audio-analysis/1WOmEg42Mgaz1nRimIMR9C,0.402,458880,0.279,1WOmEg42Mgaz1nRimIMR9C,0.852,7,0.507,-11.547,1,0.0424,127.216,4,https://api.spotify.com/v1/tracks/1WOmEg42Mgaz1nRimIMR9C,audio_features,spotify:track:1WOmEg42Mgaz1nRimIMR9C,0.144
351,0.086,https://api.spotify.com/v1/audio-analysis/7oolFzHipTMg2nL7shhdz2,0.64,227427,0.812,7oolFzHipTMg2nL7shhdz2,0.0,8,0.0509,-5.647,0,0.0834,86.013,4,https://api.spotify.com/v1/tracks/7oolFzHipTMg2nL7shhdz2,audio_features,spotify:track:7oolFzHipTMg2nL7shhdz2,0.914
352,0.0245,https://api.spotify.com/v1/audio-analysis/2cnKEkpVUSV4wnjQiTWfH6,0.747,232787,0.864,2cnKEkpVUSV4wnjQiTWfH6,4.46e-05,8,0.0853,-3.181,0,0.0599,92.028,4,https://api.spotify.com/v1/tracks/2cnKEkpVUSV4wnjQiTWfH6,audio_features,spotify:track:2cnKEkpVUSV4wnjQiTWfH6,0.754
353,0.145,https://api.spotify.com/v1/audio-analysis/2gcZZpnrxbShZPLKiNUVga,0.793,204893,0.741,2gcZZpnrxbShZPLKiNUVga,0.0,0,0.529,-5.172,1,0.147,139.963,4,https://api.spotify.com/v1/tracks/2gcZZpnrxbShZPLKiNUVga,audio_features,spotify:track:2gcZZpnrxbShZPLKiNUVga,0.413
354,0.273,https://api.spotify.com/v1/audio-analysis/4AMg1nHbKJ4lMElF5nt2pf,0.8,207973,0.642,4AMg1nHbKJ4lMElF5nt2pf,0.0,2,0.0973,-7.865,0,0.235,140.051,4,https://api.spotify.com/v1/tracks/4AMg1nHbKJ4lMElF5nt2pf,audio_features,spotify:track:4AMg1nHbKJ4lMElF5nt2pf,0.288
355,0.241,https://api.spotify.com/v1/audio-analysis/34gF2KI4iF0MAZ9IwwVv35,0.791,240347,0.639,34gF2KI4iF0MAZ9IwwVv35,0.0,10,0.208,-6.01,0,0.204,119.937,4,https://api.spotify.com/v1/tracks/34gF2KI4iF0MAZ9IwwVv35,audio_features,spotify:track:34gF2KI4iF0MAZ9IwwVv35,0.364
356,0.376,https://api.spotify.com/v1/audio-analysis/2wrZjqv0XwQ6OfaEsgw88X,0.673,294747,0.708,2wrZjqv0XwQ6OfaEsgw88X,0.0,0,0.221,-7.708,1,0.244,133.764,4,https://api.spotify.com/v1/tracks/2wrZjqv0XwQ6OfaEsgw88X,audio_features,spotify:track:2wrZjqv0XwQ6OfaEsgw88X,0.605
357,0.197,https://api.spotify.com/v1/audio-analysis/5yFtFeJh2ySBVxuPJvrC3s,0.691,183338,0.664,5yFtFeJh2ySBVxuPJvrC3s,0.0,6,0.145,-6.682,1,0.44,90.71,4,https://api.spotify.com/v1/tracks/5yFtFeJh2ySBVxuPJvrC3s,audio_features,spotify:track:5yFtFeJh2ySBVxuPJvrC3s,0.714
358,0.543,https://api.spotify.com/v1/audio-analysis/5C0LFQARavkPpn7JgA4sLk,0.82,253250,0.452,5C0LFQARavkPpn7JgA4sLk,0.00294,1,0.0701,-9.796,1,0.0348,117.401,4,https://api.spotify.com/v1/tracks/5C0LFQARavkPpn7JgA4sLk,audio_features,spotify:track:5C0LFQARavkPpn7JgA4sLk,0.74
359,0.28,https://api.spotify.com/v1/audio-analysis/2u36zlaWvNzzn0OtEJmJog,0.689,262383,0.513,2u36zlaWvNzzn0OtEJmJog,0.0,0,0.341,-9.565,0,0.17,66.473,4,https://api.spotify.com/v1/tracks/2u36zlaWvNzzn0OtEJmJog,audio_features,spotify:track:2u36zlaWvNzzn0OtEJmJog,0.454
360,0.762,https://api.spotify.com/v1/audio-analysis/1kYi6X7VMmU3rCiE2aWjV1,0.628,206627,0.201,1kYi6X7VMmU3rCiE2aWjV1,0.000566,6,0.105,-15.111,1,0.032,108.182,4,https://api.spotify.com/v1/tracks/1kYi6X7VMmU3rCiE2aWjV1,audio_features,spotify:track:1kYi6X7VMmU3rCiE2aWjV1,0.365
361,0.604,https://api.spotify.com/v1/audio-analysis/23luOrEVHMfoX0AhfbQuS6,0.588,460573,0.479,23luOrEVHMfoX0AhfbQuS6,7.2e-06,1,0.527,-7.039,1,0.281,150.414,4,https://api.spotify.com/v1/tracks/23luOrEVHMfoX0AhfbQuS6,audio_features,spotify:track:23luOrEVHMfoX0AhfbQuS6,0.434
362,0.137,https://api.spotify.com/v1/audio-analysis/2LTlO3NuNVN70lp2ZbVswF,0.746,214827,0.798,2LTlO3NuNVN70lp2ZbVswF,0.0,0,0.139,-8.382,1,0.349,109.968,4,https://api.spotify.com/v1/tracks/2LTlO3NuNVN70lp2ZbVswF,audio_features,spotify:track:2LTlO3NuNVN70lp2ZbVswF,0.553
363,0.0113,https://api.spotify.com/v1/audio-analysis/36VNbHyd2qTEjigVXToJ6I,0.702,274275,0.673,36VNbHyd2qTEjigVXToJ6I,1.96e-06,5,0.1,-4.833,0,0.0349,107.996,4,https://api.spotify.com/v1/tracks/36VNbHyd2qTEjigVXToJ6I,audio_features,spotify:track:36VNbHyd2qTEjigVXToJ6I,0.102
364,0.605,https://api.spotify.com/v1/audio-analysis/4Il6JsH34wsA41en7OFaYZ,0.966,201000,0.781,4Il6JsH34wsA41en7OFaYZ,0.0045,11,0.226,-6.399,0,0.128,129.976,4,https://api.spotify.com/v1/tracks/4Il6JsH34wsA41en7OFaYZ,audio_features,spotify:track:4Il6JsH34wsA41en7OFaYZ,0.848
365,0.0291,https://api.spotify.com/v1/audio-analysis/7gHs73wELdeycvS48JfIos,0.589,212627,0.651,7gHs73wELdeycvS48JfIos,3.2e-06,6,0.111,-5.097,1,0.0306,90.011,4,https://api.spotify.com/v1/tracks/7gHs73wELdeycvS48JfIos,audio_features,spotify:track:7gHs73wELdeycvS48JfIos,0.166
366,0.427,https://api.spotify.com/v1/audio-analysis/6gDbpB6ChoIDELeROYUHII,0.685,247053,0.475,6gDbpB6ChoIDELeROYUHII,7.34e-06,5,0.0664,-9.32,1,0.0316,100.094,4,https://api.spotify.com/v1/tracks/6gDbpB6ChoIDELeROYUHII,audio_features,spotify:track:6gDbpB6ChoIDELeROYUHII,0.253
367,0.101,https://api.spotify.com/v1/audio-analysis/0JeQXP1wCcSp4PNqtUCeYd,0.898,201840,0.765,0JeQXP1wCcSp4PNqtUCeYd,0.0,1,0.0953,-4.789,1,0.265,112.099,4,https://api.spotify.com/v1/tracks/0JeQXP1wCcSp4PNqtUCeYd,audio_features,spotify:track:0JeQXP1wCcSp4PNqtUCeYd,0.341
368,0.108,https://api.spotify.com/v1/audio-analysis/343YBumqHu19cGoGARUTsd,0.927,210937,0.488,343YBumqHu19cGoGARUTsd,0.0,9,0.196,-9.433,0,0.42,133.987,4,https://api.spotify.com/v1/tracks/343YBumqHu19cGoGARUTsd,audio_features,spotify:track:343YBumqHu19cGoGARUTsd,0.605
369,0.521,https://api.spotify.com/v1/audio-analysis/7Ij6GjCcmiAVJlm0ptzAPH,0.873,208987,0.827,7Ij6GjCcmiAVJlm0ptzAPH,0.0,9,0.0875,-6.006,1,0.093,124.006,4,https://api.spotify.com/v1/tracks/7Ij6GjCcmiAVJlm0ptzAPH,audio_features,spotify:track:7Ij6GjCcmiAVJlm0ptzAPH,0.884
370,0.244,https://api.spotify.com/v1/audio-analysis/0KzRZV1KTe50Mlfn1ayV6q,0.675,216292,0.633,0KzRZV1KTe50Mlfn1ayV6q,0.0,0,0.116,-7.68,0,0.0672,144.986,4,https://api.spotify.com/v1/tracks/0KzRZV1KTe50Mlfn1ayV6q,audio_features,spotify:track:0KzRZV1KTe50Mlfn1ayV6q,0.556
371,0.453,https://api.spotify.com/v1/audio-analysis/6OZh916QF8XNunWaP97WEZ,0.459,212424,0.587,6OZh916QF8XNunWaP97WEZ,0.0,9,0.307,-6.983,1,0.0785,113.901,4,https://api.spotify.com/v1/tracks/6OZh916QF8XNunWaP97WEZ,audio_features,spotify:track:6OZh916QF8XNunWaP97WEZ,0.581
372,0.781,https://api.spotify.com/v1/audio-analysis/6WBkCoDxSzfW0rzh6BaRaX,0.755,224013,0.526,6WBkCoDxSzfW0rzh6BaRaX,4.66e-05,8,0.136,-11.221,1,0.355,105.078,4,https://api.spotify.com/v1/tracks/6WBkCoDxSzfW0rzh6BaRaX,audio_features,spotify:track:6WBkCoDxSzfW0rzh6BaRaX,0.635
