,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
573,0.666,https://api.spotify.com/v1/audio-analysis/6gLkunWShYxvE8p7AGXbw3,0.825,202053,0.647,6gLkunWShYxvE8p7AGXbw3,0.0123,2,0.128,-6.545,0,0.144,120.073,4,https://api.spotify.com/v1/tracks/6gLkunWShYxvE8p7AGXbw3,audio_features,spotify:track:6gLkunWShYxvE8p7AGXbw3,0.718
574,0.695,https://api.spotify.com/v1/audio-analysis/2KFtR068hGRpPFUs1msN4y,0.747,268707,0.458,2KFtR068hGRpPFUs1msN4y,0.0,2,0.104,-9.661,1,0.37,124.99,4,https://api.spotify.com/v1/tracks/2KFtR068hGRpPFUs1msN4y,audio_features,spotify:track:2KFtR068hGRpPFUs1msN4y,0.169
575,0.239,https://api.spotify.com/v1/audio-analysis/2CZhUYCwA7H7Kn9f8KdCnu,0.808,224973,0.779,2CZhUYCwA7H7Kn9f8KdCnu,0.00256,3,0.0661,-6.497,0,0.179,140.023,4,https://api.spotify.com/v1/tracks/2CZhUYCwA7H7Kn9f8KdCnu,audio_features,spotify:track:2CZhUYCwA7H7Kn9f8KdCnu,0.38
576,0.629,https://api.spotify.com/v1/audio-analysis/1zw40jMntljzbGsl0KJboE,0.445,277467,0.206,1zw40jMntljzbGsl0KJboE,0.0,0,0.198,-13.364,1,0.0407,115.023,4,https://api.spotify.com/v1/tracks/1zw40jMntljzbGsl0KJboE,audio_features,spotify:track:1zw40jMntljzbGsl0KJboE,0.123
577,0.331,https://api.spotify.com/v1/audio-analysis/4n764Jz8pLdlPN8sz3MYCi,0.933,236707,0.655,4n764Jz8pLdlPN8sz3MYCi,0.00038,6,0.102,-7.678,0,0.0711,119.99,4,https://api.spotify.com/v1/tracks/4n764Jz8pLdlPN8sz3MYCi,audio_features,spotify:track:4n764Jz8pLdlPN8sz3MYCi,0.77
578,0.398,https://api.spotify.com/v1/audio-analysis/16pMGll7Ngwq32CrLEMyxa,0.842,174307,0.867,16pMGll7Ngwq32CrLEMyxa,1.98e-05,6,0.1,-5.32,0,0.0485,116.984,4,https://api.spotify.com/v1/tracks/16pMGll7Ngwq32CrLEMyxa,audio_features,spotify:track:16pMGll7Ngwq32CrLEMyxa,0.883
579,0.235,https://api.spotify.com/v1/audio-analysis/1dXFUhNMnm9yLqpu3AR23M,0.751,225000,0.587,1dXFUhNMnm9yLqpu3AR23M,0.0,11,0.0903,-9.321,0,0.12,114.011,4,https://api.spotify.com/v1/tracks/1dXFUhNMnm9yLqpu3AR23M,audio_features,spotify:track:1dXFUhNMnm9yLqpu3AR23M,0.344
580,0.203,https://api.spotify.com/v1/audio-analysis/5PVKAKFQw3yqa5lsfCiJqk,0.631,281621,0.556,5PVKAKFQw3yqa5lsfCiJqk,0.0,6,0.111,-7.672,1,0.294,132.235,4,https://api.spotify.com/v1/tracks/5PVKAKFQw3yqa5lsfCiJqk,audio_features,spotify:track:5PVKAKFQw3yqa5lsfCiJqk,0.278
581,0.359,https://api.spotify.com/v1/audio-analysis/67khY4cErC8GK5t5q7bbCW,0.777,198240,0.673,67khY4cErC8GK5t5q7bbCW,7.53e-06,10,0.137,-9.026,0,0.212,127.058,4,https://api.spotify.com/v1/tracks/67khY4cErC8GK5t5q7bbCW,audio_features,spotify:track:67khY4cErC8GK5t5q7bbCW,0.639
582,0.469,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,0.872,119133,0.391,7m9OqQk4RVRkw9JJdeAw96,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,audio_features,spotify:track:7m9OqQk4RVRkw9JJdeAw96,0.437
583,0.627,https://api.spotify.com/v1/audio-analysis/58tUwXG7xKE7gzNOp6Msca,0.94,155454,0.492,58tUwXG7xKE7gzNOp6Msca,0.0211,9,0.143,-9.034,1,0.108,131.979,4,https://api.spotify.com/v1/tracks/58tUwXG7xKE7gzNOp6Msca,audio_features,spotify:track:58tUwXG7xKE7gzNOp6Msca,0.447
584,0.826,https://api.spotify.com/v1/audio-analysis/7KBfjlQ85Fqs2MCCvXSW0c,0.957,155550,0.667,7KBfjlQ85Fqs2MCCvXSW0c,0.0205,10,0.179,-5.353,0,0.0856,132.01,4,https://api.spotify.com/v1/tracks/7KBfjlQ85Fqs2MCCvXSW0c,audio_features,spotify:track:7KBfjlQ85Fqs2MCCvXSW0c,0.556
585,0.738,https://api.spotify.com/v1/audio-analysis/3BUQFs6aFWh7EFNmI8bfL7,0.516,161560,0.798,3BUQFs6aFWh7EFNmI8bfL7,0.000128,10,0.305,-9.049,1,0.083,168.195,4,https://api.spotify.com/v1/tracks/3BUQFs6aFWh7EFNmI8bfL7,audio_features,spotify:track:3BUQFs6aFWh7EFNmI8bfL7,0.969
586,0.755,https://api.spotify.com/v1/audio-analysis/13e6f8t7RKXuxZ0JdaaJRG,0.719,107673,0.354,13e6f8t7RKXuxZ0JdaaJRG,0.00969,11,0.349,-10.461,1,0.104,123.152,4,https://api.spotify.com/v1/tracks/13e6f8t7RKXuxZ0JdaaJRG,audio_features,spotify:track:13e6f8t7RKXuxZ0JdaaJRG,0.205
587,0.108,https://api.spotify.com/v1/audio-analysis/04CbLJRm3XwOsGZt8mDqbj,0.861,193376,0.776,04CbLJRm3XwOsGZt8mDqbj,0.0,0,0.201,-4.616,1,0.185,120.972,4,https://api.spotify.com/v1/tracks/04CbLJRm3XwOsGZt8mDqbj,audio_features,spotify:track:04CbLJRm3XwOsGZt8mDqbj,0.702
588,0.00381,https://api.spotify.com/v1/audio-analysis/1lItf5ZXJc1by9SbPeljFd,0.807,144244,0.887,1lItf5ZXJc1by9SbPeljFd,0.0,1,0.391,-3.892,1,0.275,160.517,4,https://api.spotify.com/v1/tracks/1lItf5ZXJc1by9SbPeljFd,audio_features,spotify:track:1lItf5ZXJc1by9SbPeljFd,0.78
589,0.542,https://api.spotify.com/v1/audio-analysis/2jBleFNl3YK8lyJc1OvxXt,0.762,352627,0.6,2jBleFNl3YK8lyJc1OvxXt,0.0,5,0.0841,-7.585,0,0.0909,115.908,4,https://api.spotify.com/v1/tracks/2jBleFNl3YK8lyJc1OvxXt,audio_features,spotify:track:2jBleFNl3YK8lyJc1OvxXt,0.39
590,0.00383,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,0.647,198774,0.932,3EmmCZoqpWOTY1g2GBwJoR,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,audio_features,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,0.374
591,0.0975,https://api.spotify.com/v1/audio-analysis/2ePGxyry2I0xkN9hLppdaN,0.554,216547,0.62,2ePGxyry2I0xkN9hLppdaN,0.0,9,0.106,-7.483,0,0.244,99.883,4,https://api.spotify.com/v1/tracks/2ePGxyry2I0xkN9hLppdaN,audio_features,spotify:track:2ePGxyry2I0xkN9hLppdaN,0.674
592,0.459,https://api.spotify.com/v1/audio-analysis/1LViZZWxC7jqIQqBwTrT7z,0.762,225040,0.724,1LViZZWxC7jqIQqBwTrT7z,0.00018,6,0.106,-8.075,0,0.0679,119.946,4,https://api.spotify.com/v1/tracks/1LViZZWxC7jqIQqBwTrT7z,audio_features,spotify:track:1LViZZWxC7jqIQqBwTrT7z,0.45
593,0.218,https://api.spotify.com/v1/audio-analysis/1b0loCDMFC8WqvUtmELtYm,0.78,223012,0.686,1b0loCDMFC8WqvUtmELtYm,0.0,2,0.157,-5.742,1,0.0498,126.036,4,https://api.spotify.com/v1/tracks/1b0loCDMFC8WqvUtmELtYm,audio_features,spotify:track:1b0loCDMFC8WqvUtmELtYm,0.253
594,0.209,https://api.spotify.com/v1/audio-analysis/2HKa8sXXq9BcvCqNJNL6hc,0.779,219773,0.784,2HKa8sXXq9BcvCqNJNL6hc,0.000113,10,0.118,-5.285,0,0.0442,132.004,4,https://api.spotify.com/v1/tracks/2HKa8sXXq9BcvCqNJNL6hc,audio_features,spotify:track:2HKa8sXXq9BcvCqNJNL6hc,0.873
595,0.0143,https://api.spotify.com/v1/audio-analysis/2jTujnt0y344ai1rNOywgr,0.872,162638,0.623,2jTujnt0y344ai1rNOywgr,0.0214,1,0.125,-6.984,1,0.0446,119.983,4,https://api.spotify.com/v1/tracks/2jTujnt0y344ai1rNOywgr,audio_features,spotify:track:2jTujnt0y344ai1rNOywgr,0.0883
596,0.0261,https://api.spotify.com/v1/audio-analysis/2NF8A7C6tICScdRaZ0BrEe,0.837,151011,0.793,2NF8A7C6tICScdRaZ0BrEe,9.04e-05,11,0.0743,-5.048,0,0.0567,124.988,4,https://api.spotify.com/v1/tracks/2NF8A7C6tICScdRaZ0BrEe,audio_features,spotify:track:2NF8A7C6tICScdRaZ0BrEe,0.87
597,0.698,https://api.spotify.com/v1/audio-analysis/3TAwGNTNTnM2AP6X5Uy1Kr,0.538,183711,0.632,3TAwGNTNTnM2AP6X5Uy1Kr,2.21e-06,9,0.109,-7.298,0,0.0421,79.913,4,https://api.spotify.com/v1/tracks/3TAwGNTNTnM2AP6X5Uy1Kr,audio_features,spotify:track:3TAwGNTNTnM2AP6X5Uy1Kr,0.513
598,0.136,https://api.spotify.com/v1/audio-analysis/4neT20irorUPXEgNW5bPwv,0.972,271280,0.363,4neT20irorUPXEgNW5bPwv,5e-06,2,0.13,-9.718,1,0.183,115.01,4,https://api.spotify.com/v1/tracks/4neT20irorUPXEgNW5bPwv,audio_features,spotify:track:4neT20irorUPXEgNW5bPwv,0.147
599,0.435,https://api.spotify.com/v1/audio-analysis/2UxfcZJCphbEkfbZ6nLiDx,0.497,262458,0.67,2UxfcZJCphbEkfbZ6nLiDx,1.25e-06,0,0.389,-4.509,1,0.0348,121.826,4,https://api.spotify.com/v1/tracks/2UxfcZJCphbEkfbZ6nLiDx,audio_features,spotify:track:2UxfcZJCphbEkfbZ6nLiDx,0.236
600,0.0279,https://api.spotify.com/v1/audio-analysis/1MAqR81Tz28IIqMJ2KUDAO,0.765,298773,0.29,1MAqR81Tz28IIqMJ2KUDAO,1.02e-06,4,0.571,-17.117,0,0.139,92.409,4,https://api.spotify.com/v1/tracks/1MAqR81Tz28IIqMJ2KUDAO,audio_features,spotify:track:1MAqR81Tz28IIqMJ2KUDAO,0.506
601,0.124,https://api.spotify.com/v1/audio-analysis/7EnD0lx98FL3jCDVqjyaBw,0.691,198400,0.753,7EnD0lx98FL3jCDVqjyaBw,0.0,3,0.119,-6.59,0,0.0856,129.952,4,https://api.spotify.com/v1/tracks/7EnD0lx98FL3jCDVqjyaBw,audio_features,spotify:track:7EnD0lx98FL3jCDVqjyaBw,0.665
602,0.344,https://api.spotify.com/v1/audio-analysis/3tCV6RDhWQrpKvnhap5cRx,0.826,182840,0.853,3tCV6RDhWQrpKvnhap5cRx,0.0,10,0.0501,-4.207,0,0.171,92.969,3,https://api.spotify.com/v1/tracks/3tCV6RDhWQrpKvnhap5cRx,audio_features,spotify:track:3tCV6RDhWQrpKvnhap5cRx,0.924
603,0.00105,https://api.spotify.com/v1/audio-analysis/4M6HNRHyV2MykKp7gKQcyD,0.491,192993,0.619,4M6HNRHyV2MykKp7gKQcyD,0.0,11,0.115,-7.139,0,0.0285,89.024,4,https://api.spotify.com/v1/tracks/4M6HNRHyV2MykKp7gKQcyD,audio_features,spotify:track:4M6HNRHyV2MykKp7gKQcyD,0.458
604,0.684,https://api.spotify.com/v1/audio-analysis/3YKptz29AsOlm7WAVnztBh,0.583,288427,0.532,3YKptz29AsOlm7WAVnztBh,0.0,10,0.306,-7.11,0,0.0309,131.741,3,https://api.spotify.com/v1/tracks/3YKptz29AsOlm7WAVnztBh,audio_features,spotify:track:3YKptz29AsOlm7WAVnztBh,0.223
605,0.232,https://api.spotify.com/v1/audio-analysis/2bN31IEckRU6jEj416ABvc,0.875,278760,0.611,2bN31IEckRU6jEj416ABvc,0.0,1,0.109,-5.05,0,0.0825,140.049,4,https://api.spotify.com/v1/tracks/2bN31IEckRU6jEj416ABvc,audio_features,spotify:track:2bN31IEckRU6jEj416ABvc,0.706
606,0.188,https://api.spotify.com/v1/audio-analysis/4Otg8MXqP8UK3QzcMlY1sx,0.692,216747,0.675,4Otg8MXqP8UK3QzcMlY1sx,1.92e-06,9,0.114,-8.033,0,0.0687,99.988,4,https://api.spotify.com/v1/tracks/4Otg8MXqP8UK3QzcMlY1sx,audio_features,spotify:track:4Otg8MXqP8UK3QzcMlY1sx,0.332
607,0.4,https://api.spotify.com/v1/audio-analysis/1PssMipLlIXoMIcC3rdVVI,0.84,180400,0.627,1PssMipLlIXoMIcC3rdVVI,0.0,6,0.195,-6.457,0,0.253,118.079,4,https://api.spotify.com/v1/tracks/1PssMipLlIXoMIcC3rdVVI,audio_features,spotify:track:1PssMipLlIXoMIcC3rdVVI,0.604
608,0.254,https://api.spotify.com/v1/audio-analysis/15cSC6C9I5hgRcaqrbS1nM,0.556,231960,0.909,15cSC6C9I5hgRcaqrbS1nM,0.00058,4,0.0971,-9.982,1,0.0444,167.101,4,https://api.spotify.com/v1/tracks/15cSC6C9I5hgRcaqrbS1nM,audio_features,spotify:track:15cSC6C9I5hgRcaqrbS1nM,0.633
609,0.0561,https://api.spotify.com/v1/audio-analysis/1DssiNss5G9n0SuB7c4Cem,0.433,232427,0.675,1DssiNss5G9n0SuB7c4Cem,0.0,11,0.25,-9.352,0,0.079,121.227,4,https://api.spotify.com/v1/tracks/1DssiNss5G9n0SuB7c4Cem,audio_features,spotify:track:1DssiNss5G9n0SuB7c4Cem,0.587
610,0.319,https://api.spotify.com/v1/audio-analysis/0V09Mx173xmvjKwm1VEvZ4,0.72,268440,0.79,0V09Mx173xmvjKwm1VEvZ4,0.0,2,0.273,-5.795,0,0.151,119.999,4,https://api.spotify.com/v1/tracks/0V09Mx173xmvjKwm1VEvZ4,audio_features,spotify:track:0V09Mx173xmvjKwm1VEvZ4,0.348
611,0.919,https://api.spotify.com/v1/audio-analysis/5eZ6tAdawopZPw3Rmybpla,0.381,147773,0.181,5eZ6tAdawopZPw3Rmybpla,0.0,2,0.115,-16.388,1,0.0414,119.282,4,https://api.spotify.com/v1/tracks/5eZ6tAdawopZPw3Rmybpla,audio_features,spotify:track:5eZ6tAdawopZPw3Rmybpla,0.421
612,0.145,https://api.spotify.com/v1/audio-analysis/7oNsrG4PApB9DlpciKN5DL,0.84,232200,0.453,7oNsrG4PApB9DlpciKN5DL,0.0,6,0.481,-8.749,0,0.436,129.875,4,https://api.spotify.com/v1/tracks/7oNsrG4PApB9DlpciKN5DL,audio_features,spotify:track:7oNsrG4PApB9DlpciKN5DL,0.223
613,0.264,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,0.8,213400,0.585,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.343,1,0.0924,126.058,4,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,0.779
614,0.0265,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,0.658,227360,0.535,6SwRhMLwNqEi6alNPVG00n,0.0,9,0.2,-8.983,0,0.0573,110.684,4,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,audio_features,spotify:track:6SwRhMLwNqEi6alNPVG00n,0.419
615,0.193,https://api.spotify.com/v1/audio-analysis/06FCvd7rrRcF3DdvWH5Isp,0.678,307880,0.562,06FCvd7rrRcF3DdvWH5Isp,0.0,3,0.104,-9.197,0,0.508,94.241,4,https://api.spotify.com/v1/tracks/06FCvd7rrRcF3DdvWH5Isp,audio_features,spotify:track:06FCvd7rrRcF3DdvWH5Isp,0.566
616,0.479,https://api.spotify.com/v1/audio-analysis/7ytDxdzzU0OlLcA56APYUE,0.827,214000,0.733,7ytDxdzzU0OlLcA56APYUE,0.0,1,0.11,-6.778,0,0.259,126.03,4,https://api.spotify.com/v1/tracks/7ytDxdzzU0OlLcA56APYUE,audio_features,spotify:track:7ytDxdzzU0OlLcA56APYUE,0.459
617,0.168,https://api.spotify.com/v1/audio-analysis/313X06ssIRbCGAh8BjSEtg,0.92,186611,0.466,313X06ssIRbCGAh8BjSEtg,0.0,7,0.124,-9.209,0,0.431,123.989,4,https://api.spotify.com/v1/tracks/313X06ssIRbCGAh8BjSEtg,audio_features,spotify:track:313X06ssIRbCGAh8BjSEtg,0.338
618,0.18,https://api.spotify.com/v1/audio-analysis/0LPBqEwdmKlnATtDiMpIKB,0.809,218373,0.565,0LPBqEwdmKlnATtDiMpIKB,0.0,1,0.179,-6.44,1,0.103,125.96,4,https://api.spotify.com/v1/tracks/0LPBqEwdmKlnATtDiMpIKB,audio_features,spotify:track:0LPBqEwdmKlnATtDiMpIKB,0.159
619,0.344,https://api.spotify.com/v1/audio-analysis/0v2VrMs9NIBtn54MKuDN7x,0.743,216258,0.806,0v2VrMs9NIBtn54MKuDN7x,3.11e-05,7,0.351,-6.244,1,0.0649,127.212,4,https://api.spotify.com/v1/tracks/0v2VrMs9NIBtn54MKuDN7x,audio_features,spotify:track:0v2VrMs9NIBtn54MKuDN7x,0.731
620,0.239,https://api.spotify.com/v1/audio-analysis/3AbR9rS5iPPPG5F5TJtLMs,0.769,207960,0.61,3AbR9rS5iPPPG5F5TJtLMs,0.0,0,0.0611,-7.132,1,0.134,147.128,4,https://api.spotify.com/v1/tracks/3AbR9rS5iPPPG5F5TJtLMs,audio_features,spotify:track:3AbR9rS5iPPPG5F5TJtLMs,0.536
621,0.123,https://api.spotify.com/v1/audio-analysis/4IUHilW22vLDSWvVArQ7gZ,0.684,187533,0.566,4IUHilW22vLDSWvVArQ7gZ,0.0,4,0.122,-6.971,0,0.0442,71.009,4,https://api.spotify.com/v1/tracks/4IUHilW22vLDSWvVArQ7gZ,audio_features,spotify:track:4IUHilW22vLDSWvVArQ7gZ,0.184
622,0.637,https://api.spotify.com/v1/audio-analysis/0FmoNhU4w7lTQMzCXryFpa,0.713,230876,0.732,0FmoNhU4w7lTQMzCXryFpa,0.0,9,0.113,-6.027,0,0.281,124.545,4,https://api.spotify.com/v1/tracks/0FmoNhU4w7lTQMzCXryFpa,audio_features,spotify:track:0FmoNhU4w7lTQMzCXryFpa,0.403
623,0.0668,https://api.spotify.com/v1/audio-analysis/33dLYyEIRqEipCuLb8z1l0,0.806,202240,0.8,33dLYyEIRqEipCuLb8z1l0,0.000264,11,0.0829,-5.877,0,0.0757,112.965,4,https://api.spotify.com/v1/tracks/33dLYyEIRqEipCuLb8z1l0,audio_features,spotify:track:33dLYyEIRqEipCuLb8z1l0,0.419
624,0.296,https://api.spotify.com/v1/audio-analysis/7hQi0VzlgqVxF7WZ9BLr5h,0.752,194240,0.698,7hQi0VzlgqVxF7WZ9BLr5h,3.26e-06,7,0.081,-5.4,1,0.168,180.004,3,https://api.spotify.com/v1/tracks/7hQi0VzlgqVxF7WZ9BLr5h,audio_features,spotify:track:7hQi0VzlgqVxF7WZ9BLr5h,0.86
625,0.199,https://api.spotify.com/v1/audio-analysis/76SXRuctCDXlL82Mkh5yJm,0.634,202440,0.64,76SXRuctCDXlL82Mkh5yJm,0.00029,0,0.0697,-6.554,0,0.0264,121.429,4,https://api.spotify.com/v1/tracks/76SXRuctCDXlL82Mkh5yJm,audio_features,spotify:track:76SXRuctCDXlL82Mkh5yJm,0.464
626,0.516,https://api.spotify.com/v1/audio-analysis/6ariFR8E7Z4WhjS6riI1Yi,0.815,222582,0.797,6ariFR8E7Z4WhjS6riI1Yi,0.0,10,0.0969,-5.56,0,0.0567,105.015,4,https://api.spotify.com/v1/tracks/6ariFR8E7Z4WhjS6riI1Yi,audio_features,spotify:track:6ariFR8E7Z4WhjS6riI1Yi,0.924
627,0.693,https://api.spotify.com/v1/audio-analysis/0b3dRQO5pgGtwSMufwmzAr,0.603,183893,0.62,0b3dRQO5pgGtwSMufwmzAr,2.75e-05,0,0.0953,-7.974,1,0.0863,139.997,4,https://api.spotify.com/v1/tracks/0b3dRQO5pgGtwSMufwmzAr,audio_features,spotify:track:0b3dRQO5pgGtwSMufwmzAr,0.109
628,0.0741,https://api.spotify.com/v1/audio-analysis/5d8wWZ79eYd8OLIvAuuTm1,0.772,197855,0.463,5d8wWZ79eYd8OLIvAuuTm1,0.0,5,0.141,-7.493,0,0.054,127.976,4,https://api.spotify.com/v1/tracks/5d8wWZ79eYd8OLIvAuuTm1,audio_features,spotify:track:5d8wWZ79eYd8OLIvAuuTm1,0.469
629,0.484,https://api.spotify.com/v1/audio-analysis/1aj1Y2wG82EsnYVJXE5Bhn,0.57,193907,0.54,1aj1Y2wG82EsnYVJXE5Bhn,2.15e-05,0,0.3,-9.318,0,0.0479,123.025,4,https://api.spotify.com/v1/tracks/1aj1Y2wG82EsnYVJXE5Bhn,audio_features,spotify:track:1aj1Y2wG82EsnYVJXE5Bhn,0.215
630,0.264,https://api.spotify.com/v1/audio-analysis/4HpYw4hDYcX5Z1YZttS5fx,0.405,306867,0.648,4HpYw4hDYcX5Z1YZttS5fx,7.91e-05,4,0.178,-8.62,1,0.0578,107.558,4,https://api.spotify.com/v1/tracks/4HpYw4hDYcX5Z1YZttS5fx,audio_features,spotify:track:4HpYw4hDYcX5Z1YZttS5fx,0.713
631,0.493,https://api.spotify.com/v1/audio-analysis/4ugva2W6oGPV1QgDOQjedS,0.749,209147,0.546,4ugva2W6oGPV1QgDOQjedS,0.0,5,0.114,-7.192,0,0.0771,122.902,4,https://api.spotify.com/v1/tracks/4ugva2W6oGPV1QgDOQjedS,audio_features,spotify:track:4ugva2W6oGPV1QgDOQjedS,0.292
632,0.481,https://api.spotify.com/v1/audio-analysis/5i0hIGH4KGEYW49BWD759o,0.409,230040,0.819,5i0hIGH4KGEYW49BWD759o,0.0,5,0.115,-6.088,0,0.405,93.052,4,https://api.spotify.com/v1/tracks/5i0hIGH4KGEYW49BWD759o,audio_features,spotify:track:5i0hIGH4KGEYW49BWD759o,0.403
633,0.0635,https://api.spotify.com/v1/audio-analysis/70HIVSSGvT9PYkBM8QEziR,0.844,238960,0.684,70HIVSSGvT9PYkBM8QEziR,0.0,5,0.114,-5.342,0,0.129,122.932,4,https://api.spotify.com/v1/tracks/70HIVSSGvT9PYkBM8QEziR,audio_features,spotify:track:70HIVSSGvT9PYkBM8QEziR,0.417
634,0.0756,https://api.spotify.com/v1/audio-analysis/4cYFep5SECqb4EsSkF82e0,0.694,175347,0.759,4cYFep5SECqb4EsSkF82e0,0.0,2,0.255,-5.231,0,0.124,86.037,4,https://api.spotify.com/v1/tracks/4cYFep5SECqb4EsSkF82e0,audio_features,spotify:track:4cYFep5SECqb4EsSkF82e0,0.777
635,0.603,https://api.spotify.com/v1/audio-analysis/1OsmN1E397YEMD3gqkQLtz,0.792,220960,0.713,1OsmN1E397YEMD3gqkQLtz,0.000355,1,0.114,-5.16,0,0.259,138.934,4,https://api.spotify.com/v1/tracks/1OsmN1E397YEMD3gqkQLtz,audio_features,spotify:track:1OsmN1E397YEMD3gqkQLtz,0.329
636,0.268,https://api.spotify.com/v1/audio-analysis/0RSCAs2KHZod6a7TUNfru0,0.724,188760,0.762,0RSCAs2KHZod6a7TUNfru0,0.0277,1,0.166,-8.605,1,0.117,93.943,4,https://api.spotify.com/v1/tracks/0RSCAs2KHZod6a7TUNfru0,audio_features,spotify:track:0RSCAs2KHZod6a7TUNfru0,0.887
637,0.099,https://api.spotify.com/v1/audio-analysis/3IM7zXywZ6sRTtkRjRLxJ8,0.634,219866,0.675,3IM7zXywZ6sRTtkRjRLxJ8,0.000314,7,0.362,-7.351,0,0.0926,82.183,4,https://api.spotify.com/v1/tracks/3IM7zXywZ6sRTtkRjRLxJ8,audio_features,spotify:track:3IM7zXywZ6sRTtkRjRLxJ8,0.633
638,0.357,https://api.spotify.com/v1/audio-analysis/7glCCLrAWlSB0E16XeoSMt,0.722,271240,0.605,7glCCLrAWlSB0E16XeoSMt,0.0,5,0.136,-5.631,0,0.116,119.991,4,https://api.spotify.com/v1/tracks/7glCCLrAWlSB0E16XeoSMt,audio_features,spotify:track:7glCCLrAWlSB0E16XeoSMt,0.342
639,0.377,https://api.spotify.com/v1/audio-analysis/4ug8f9oC71N7jjCBXF2bRp,0.826,222707,0.727,4ug8f9oC71N7jjCBXF2bRp,2.27e-06,8,0.127,-7.75,0,0.0381,144.934,4,https://api.spotify.com/v1/tracks/4ug8f9oC71N7jjCBXF2bRp,audio_features,spotify:track:4ug8f9oC71N7jjCBXF2bRp,0.946
640,0.345,https://api.spotify.com/v1/audio-analysis/0hYSal2BeLJ4LSpmKHVtPf,0.87,204075,0.634,0hYSal2BeLJ4LSpmKHVtPf,0.0,11,0.112,-5.262,1,0.263,130.16,4,https://api.spotify.com/v1/tracks/0hYSal2BeLJ4LSpmKHVtPf,audio_features,spotify:track:0hYSal2BeLJ4LSpmKHVtPf,0.672
641,0.256,https://api.spotify.com/v1/audio-analysis/0gHJOS74z0f4un7fTR6LMZ,0.414,170853,0.867,0gHJOS74z0f4un7fTR6LMZ,0.0,10,0.0709,-5.417,0,0.425,80.331,1,https://api.spotify.com/v1/tracks/0gHJOS74z0f4un7fTR6LMZ,audio_features,spotify:track:0gHJOS74z0f4un7fTR6LMZ,0.515
642,0.505,https://api.spotify.com/v1/audio-analysis/4uXvcRjeFekc49SUboqYwa,0.602,207827,0.622,4uXvcRjeFekc49SUboqYwa,0.0,4,0.0846,-7.747,0,0.604,92.071,3,https://api.spotify.com/v1/tracks/4uXvcRjeFekc49SUboqYwa,audio_features,spotify:track:4uXvcRjeFekc49SUboqYwa,0.365
643,0.271,https://api.spotify.com/v1/audio-analysis/4YDuN2wT9oCQDPvES6MwVv,0.773,198813,0.732,4YDuN2wT9oCQDPvES6MwVv,0.0,10,0.0589,-4.173,0,0.0634,114.977,4,https://api.spotify.com/v1/tracks/4YDuN2wT9oCQDPvES6MwVv,audio_features,spotify:track:4YDuN2wT9oCQDPvES6MwVv,0.585
644,0.142,https://api.spotify.com/v1/audio-analysis/7wvYgrsqXAgzkUXPRKLkAN,0.726,230693,0.814,7wvYgrsqXAgzkUXPRKLkAN,0.0,10,0.0386,-5.768,0,0.0572,99.976,4,https://api.spotify.com/v1/tracks/7wvYgrsqXAgzkUXPRKLkAN,audio_features,spotify:track:7wvYgrsqXAgzkUXPRKLkAN,0.588
645,0.492,https://api.spotify.com/v1/audio-analysis/5EgDm20hl10FSv0WDFjRhP,0.722,471025,0.699,5EgDm20hl10FSv0WDFjRhP,0.0,6,0.125,-4.91,0,0.546,91.599,4,https://api.spotify.com/v1/tracks/5EgDm20hl10FSv0WDFjRhP,audio_features,spotify:track:5EgDm20hl10FSv0WDFjRhP,0.558
646,0.213,https://api.spotify.com/v1/audio-analysis/60rndNMhEUgIR3G1uhlDwg,0.788,177973,0.723,60rndNMhEUgIR3G1uhlDwg,0.0,5,0.0629,-5.152,1,0.216,141.89,4,https://api.spotify.com/v1/tracks/60rndNMhEUgIR3G1uhlDwg,audio_features,spotify:track:60rndNMhEUgIR3G1uhlDwg,0.483
647,0.0402,https://api.spotify.com/v1/audio-analysis/5XhSe6CaVGrQhEw5YlSPCN,0.824,192280,0.747,5XhSe6CaVGrQhEw5YlSPCN,2.64e-06,9,0.265,-7.647,0,0.147,120.037,4,https://api.spotify.com/v1/tracks/5XhSe6CaVGrQhEw5YlSPCN,audio_features,spotify:track:5XhSe6CaVGrQhEw5YlSPCN,0.685
